mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,file
-410.319672405416,103.04133249122141,-8.62551450508247,-0.9318757270929771,6.432601501537081,-6.7256688837808785,6.0088715547532665,-0.3641133013019499,-16.193247576076217,-6.241446383787137,-0.17530719595449915,-4.374680633639073,-5.421873911267066,output1.wav
-419.312871157977,63.33773689602109,-36.34564038367197,-8.886245461505165,6.603016314176721,-9.542409141684413,-2.466130094878154,-7.751377330770197,-14.55633803694913,-4.873006725843617,-4.269200597759349,-3.2042421845712123,-0.7087350527226004,output10.wav
-557.1533821466998,38.523561579747835,-12.198321908372254,-1.3183413452372539,2.66093768213838,-6.086094128907328,-0.2893249732236906,-2.414176772412176,-7.668138463344729,-3.710156097498635,-3.3417800894853307,-3.117137160554435,-0.9827361466773362,output100.wav
-586.9521773473755,20.273726606589626,-2.9345203501880404,3.531919516079486,2.3646493927923617,-0.9025715773433799,3.341165433432562,-0.5438797027701296,-3.021357056231614,-1.0282813798326262,-3.223218024973064,-2.672794216182724,-1.500448719309875,output11.wav
-438.14385162315864,86.70328611272511,-9.786094362580974,2.0975571739809986,6.740280825996278,-11.409173564779266,-3.8937845373165696,-5.827946490734457,-13.921086176277162,-8.22471613575351,-5.7986514795812765,-1.888142871591536,1.0039458713000071,output12.wav
-341.93493141498294,92.07154791660516,-27.09000443478437,-10.565015716121561,11.937833074078574,-0.40039071196990833,-1.135895060588668,-1.7298249655667077,-3.3916780952465393,-2.3475250777816443,-3.423907289603027,-1.0861831152722372,0.9768257903776081,output13.wav
-467.02244844513547,59.36571309725584,7.432854930509958,-7.808170752751292,-10.26884379725849,-13.171919187650593,-7.419237398322444,-2.2871425257756495,-1.7134051632250293,-0.6856349251430289,0.9336506753340772,4.003791193010044,3.983447638387668,output14.wav
-534.2152213164343,35.35703676444136,-21.993856794627675,11.197460197035763,13.30004701349655,-10.660112345567603,-3.7711406875314286,-4.275766977516707,-8.22018372681134,1.5173043721463642,0.9893752451227044,-3.9830162354385528,-4.041707862378725,output15.wav
-551.0911917851308,34.476273927935424,-5.314307008465404,-7.178909202605068,1.4856750038409396,1.5542698855475148,0.1528943237407564,-2.6743681310643166,-3.140978734367049,-0.11343694822509522,0.09245747414384956,-0.8004959907553475,-0.38240192500356657,output16.wav
-327.9355233334365,149.5227727639676,-59.46225603595147,-19.53007917725366,4.268795449357448,-21.387066105426758,0.6416293103147076,-3.4163260556473096,-15.540171246306524,-8.46211439642264,-16.314109530663377,-8.726765767192225,1.9414028222584914,output17.wav
-500.46993157293053,25.83460439453236,-3.802458261978105,0.3027731601342873,1.8743976598744867,-3.1324773742653425,0.845344145503612,0.9273102202328947,-3.1671811821108773,-2.919069998536104,-2.2283554631011686,-1.8816833359334257,-2.607812380012438,output18.wav
-631.7903491648068,24.93480902618954,7.610766392692487,-0.6903291694094911,-0.7508117451171992,-1.4474016167198835,-2.9583387552223965,-1.9471145486268369,-0.731196543586787,-1.6211960890999377,-2.222372889342004,-1.413750597872903,-1.30194346558387,output19.wav
-351.2138313417688,108.41881486881347,-26.995208956065863,0.27994833680169845,4.529624392460431,-17.988832542980692,6.246995534084568,0.8862180626318262,-18.825766238296396,-9.940424584217025,-9.919389288149981,-9.706362690604367,-5.660098756425769,output2.wav
-440.21338436394916,65.1755868643662,-41.652562671077554,-0.7672105218992087,6.986462373986248,-14.073765487580298,1.8591525558611317,-3.887969228123163,-12.441184419006998,-4.48825859957153,-4.81728834793273,0.9343455981101494,-0.9818412081085325,output20.wav
-505.6894974707225,37.7216068952093,-8.493951307080556,1.9075964078089025,0.5007142957062919,-9.56538623160953,-2.3998288211673073,-3.0169063453725533,-5.543057965220843,-3.4198333195555617,-6.371794873525359,-3.7572155780814787,-0.19496824200207552,output21.wav
-502.6997458396589,34.83002920633075,-17.081169537353954,0.8030713313638802,3.649867769301152,-9.539556060114545,-0.9780943644996816,0.3812003051623349,-5.9081358847372085,-2.236610278773855,-0.6907740840733498,-3.1899490434564544,-2.5835230024446463,output22.wav
-505.0714736394678,41.62449764709194,-6.617148884445287,-1.0421618411693918,2.883923861158273,-6.039388901253104,-4.6017122013781,-5.802552845428243,-7.737929422888174,-4.411637582194483,-5.5521990444910445,-6.0181073154798765,-4.044669256756978,output23.wav
-510.723902313285,33.294724629531196,-10.17931241126927,-1.2496258974440724,2.0840054197692246,-0.6569606736449213,2.109658157937332,0.8165632756088199,0.331173599103717,-0.7737748372440082,-1.8824863279627293,-2.3875732158253156,-3.4595374287314318,output24.wav
-434.69230755877385,62.62775711917224,-9.416072650113803,-9.641948365325407,3.031937022461982,-3.43889513047414,-2.4077125633534258,2.206906941527376,-0.25847219664788584,-5.123138922592146,-6.089606022533234,-0.39815579411852003,1.7915191324830557,output25.wav
-430.6487024596637,109.73395801047373,-9.558190467465021,-2.9410299348521147,8.391390013863887,-6.447500354042648,8.193250922507803,5.781914572161577,-19.314409369973173,-19.57114844566022,-13.35918641866754,-13.257997247804582,-6.955622655839898,output26.wav
-470.76624062167,78.5019224936203,-12.621303041244365,3.233240203824768,7.914915100500783,-4.696276615938766,0.907745954779148,1.0522406729973506,-2.195901256123176,-3.8624432507525817,-3.4954801974598517,-3.1451678276297304,-6.414788211573762,output27.wav
-425.4376667255244,106.85057081022757,-25.858735053413696,-0.9212288898222598,0.8234793739262489,-23.207500779829907,0.8522174300362042,3.2648076272126794,-8.916197094661614,-4.848228894070866,-10.40494208782158,-7.049118450231017,1.1110444460615598,output28.wav
-486.7395007788237,34.042098432662605,-3.9932027678188264,2.531115640580394,3.602325183683236,-4.9656126810044094,-0.3358950319986595,-0.4556099405407434,-4.902403720064525,-2.2817576289791477,-2.3103869464682565,-3.292248083954079,-0.48318826706570217,output29.wav
-368.52669322027896,96.90108030936247,-24.727420150992675,-6.881467669758171,-4.419534998903325,-18.957949063318633,-1.158352529615613,4.770411138893263,2.686633769135145,-2.4346527328628302,-10.933123779414018,-4.597530352381523,1.6784493999093062,output3.wav
-435.45259984449336,61.79730385670256,-10.418192333431664,-0.634954341343889,4.982732846701521,-4.909811286068712,0.20388559576540333,-0.35714728701941106,-4.590061885588445,-3.2091881165855534,-4.08490311191023,-4.920768847515453,-2.7947418027006403,output30.wav
-484.73291202341454,37.46621688800457,-6.091908870327229,-8.604209140168887,-1.4963544058175506,-3.8192483974791998,-1.1557963344157085,-0.26649166307957417,-5.2399510506896405,-3.7942241164646595,1.2332324515621973,1.288628169694358,-1.0839665942954058,output31.wav
-494.5063221761196,48.3893385267957,-8.53927566629349,-6.34786275825832,4.9200817729190165,-2.7097266335314427,-2.0158406493841783,1.72244344775203,-1.7577344185001451,-1.1047776520166286,0.4207488762827358,-1.7222810842177612,-1.4622159665074919,output32.wav
-434.0880620857144,37.30049604456993,-12.910844369069292,-6.30183605146348,4.590508103559703,2.4948284531044975,3.1882142416600994,-2.1851566970499445,-8.60254927301458,-4.400469341104539,-0.5940904667019602,-4.059347226987354,-4.974242520067166,output33.wav
-415.245223039792,73.75119984353657,-15.748218744067666,0.2534857516705342,9.834949050623758,0.13269421840914017,11.282390795673507,3.2728754496990753,-16.72567309547858,-13.697823839247173,-2.6256849352428224,-0.37730635101198556,-6.431841736688722,output34.wav
-561.0667877037007,18.26187211842715,1.2192000428162295,-4.995574649613332,-2.5310955628745684,-1.7451241566946498,-2.7093266307693127,-1.7706312345757034,-0.7950357441461569,-0.906999316111863,0.359586325119016,2.208635652898001,1.4515122280871875,output35.wav
-538.5567143215868,17.587231452285028,-7.140123741023833,-1.702003317616392,-0.039118833780289124,-4.8753154353999095,-1.3515498248019062,-0.9247781678893289,-3.342717015384813,-1.817208455581441,-1.340939436925449,-1.3547000897464638,-0.9632715470962409,output36.wav
-503.9211573083077,49.447278909664,-1.2434027218380428,-7.519507061052334,3.019823296820643,2.070933997911162,-0.8566586016200676,-3.3188965733891465,-6.190686703839752,-4.733282322347185,-2.6362300220097996,-2.8197574991225443,-2.798929193522419,output37.wav
-486.8807110287437,29.926830178103575,-7.033451985798524,-6.385376643630658,-3.8564353656679633,-9.14368809370179,-2.729987653084111,1.7512351792676344,-2.942439495741221,-3.091545474682881,-1.0671136518407154,-2.141546807099908,-2.2214536318127673,output38.wav
-384.97556461648287,91.58654840010908,-36.119831461664866,11.952485376340467,19.99976498746905,-15.215355327664618,2.4013924919855203,3.0666472139379213,-12.994113257505772,-10.17202152631919,-11.223207746684503,-7.105130769364645,-1.3307205016494499,output39.wav
-457.1923715925341,78.53047167854433,-28.17269087632652,-4.560484699031046,4.905005458384118,-13.388838984359854,-2.1585479786508484,-6.5428571449534845,-12.617588773417785,-1.5326469511444814,-7.938597975012888,-9.28588912072622,2.265211105303328,output4.wav
-410.319672405416,103.04133249122141,-8.62551450508247,-0.9318757270929771,6.432601501537081,-6.7256688837808785,6.0088715547532665,-0.3641133013019499,-16.193247576076217,-6.241446383787137,-0.17530719595449915,-4.374680633639073,-5.421873911267066,output40.wav
-399.86930985801285,97.53290204134623,-33.47912658655445,-14.176305263255335,2.551518450701917,-23.703805675265574,-13.293896886566648,-5.238665302004793,-15.780326708304889,-7.738491574720498,-1.444411282933752,-5.333826728098771,-4.510765685910274,output41.wav
-409.94299590048865,77.9058050979538,-14.77304827148293,-2.1206288436521845,16.76329124660485,6.110033511577159,2.994855861322459,-5.958524700739937,-15.005989130442659,-11.83130537701453,-8.865457050441963,-4.7155062991637315,-4.400831522600082,output42.wav
-430.27171507192156,77.67319556535871,-38.153894330774484,31.177109378575476,-1.917749521995036,-24.934810843358193,26.35761218779659,-7.730847241974408,-25.738861867279496,2.035147241039206,-13.069861416813117,-8.85457278788913,1.3883251850285896,output43.wav
-394.3857721203751,133.43040050920558,-26.423293110017937,3.918092672478921,21.710747343478936,0.6290490457906481,9.581742707793683,-6.672069033874884,-19.850970514241826,-5.940576387884835,-7.867680279360415,-4.826732067057846,2.2684765658956887,output44.wav
-504.8220910415944,45.63625318353112,-17.26810436956119,-4.184945799385848,2.7097779471501013,-6.680895042455425,0.1899685952459324,-1.8889916003223055,-7.280895537008781,-2.7354699983452213,-3.3851026949583045,-1.8839614283668098,2.506785908031275,output45.wav
-580.8215038539746,26.196283961624374,-3.8101767220035914,-0.6729598834787537,1.1600136980014233,-3.7167885114534287,-1.3715153656212877,-1.1893649654205105,-1.8404709808989044,-0.6591574141988109,-2.753887522029201,-1.7533725936964344,0.6114976793797432,output46.wav
-425.1819605632921,100.59108756400853,-13.067651285148035,8.84609603899976,1.241119053859496,-12.91488639623471,14.66551053265098,-2.6092673372677964,-24.110301115271074,-6.829427070254762,-5.552099657699746,-12.612603807196468,-10.150715225521195,output47.wav
-450.5122106611139,85.47273833134328,5.145619166548543,2.0806625071676157,5.8126051112028545,-10.105550603303378,-6.75717029359598,1.6560880748112052,-2.7982793754157744,-5.363915576230123,-0.5833233870580659,2.646452191460733,-2.422472063074342,output48.wav
-450.85806835240913,55.00726911457977,-27.94649945413832,-5.594338441014283,13.430939154054128,-5.011469790143763,-3.9291331168987407,-1.1989486338797397,-10.193862609067267,-8.679306772588355,-4.450666329339257,-4.799198384043975,-3.4139337876394538,output49.wav
-390.5082515327455,81.85696203700928,-14.504118762795569,-6.520980872972562,0.2631487434858221,-16.43116039835554,-9.096437912804646,-6.828396191748318,-15.139173387933731,-13.84044856867854,-10.326209601749232,-5.448750375014032,-3.466270236615093,output5.wav
-465.38425111796954,45.94492013304662,-7.91323857868474,-7.192697233383825,-1.5020905393003139,-2.0002494874621606,1.3004820644153265,-2.8315783850987106,-6.046030022740467,-4.1424401181557275,-3.869398850063108,-2.780202338315091,-0.599129903291548,output50.wav
-525.5965492244575,71.12319927744534,-17.049174073182623,-0.045241347720789055,4.288893970419528,-16.953004521602477,-6.478962590909485,-2.9218293447401007,-12.109337922832468,-8.81607284093315,-8.603569521890988,-8.920309172122725,-4.298023401574547,output51.wav
-399.0616137817645,83.72293547215875,-19.588033744535963,-2.9545425036023367,-0.1985364652348718,-7.204132404981397,4.064095293878964,-5.7167269510711805,-10.281500086412104,-4.1630090612738435,-5.884816646702046,-5.279343717523233,-5.241163562014872,output52.wav
-505.99899727139695,13.36229983083964,-4.661788997065311,-0.7944668361527876,2.0436529476150733,-0.664194330137218,0.01778621016506405,-1.091176113297514,-2.8712300246747255,-2.4177727720464195,-2.611729650896406,-2.044201783179206,-0.9923128570063601,output53.wav
-429.0024089919747,72.05852189130843,-23.862792024968257,0.033636426707373754,2.476221296317477,-11.698872841530301,7.045902669009007,-2.697223858745474,-17.86990667546602,-5.179887854733579,-4.458037458383192,-8.834444617498752,-2.897402948295207,output54.wav
-415.89933538975373,60.29039938705098,-7.156968202086727,-3.4349960045351535,6.629096704612631,-4.924456478743075,-5.517699506414878,-2.8083092952490465,-6.994781929629724,-9.757161628870296,-10.400326178895844,-6.101195656617813,-0.1601167588372828,output55.wav
-505.0714736394678,41.62449764709194,-6.617148884445287,-1.0421618411693918,2.883923861158273,-6.039388901253104,-4.6017122013781,-5.802552845428243,-7.737929422888174,-4.411637582194483,-5.5521990444910445,-6.0181073154798765,-4.044669256756978,output56.wav
-510.723902313285,33.294724629531196,-10.17931241126927,-1.2496258974440724,2.0840054197692246,-0.6569606736449213,2.109658157937332,0.8165632756088199,0.331173599103717,-0.7737748372440082,-1.8824863279627293,-2.3875732158253156,-3.4595374287314318,output57.wav
-434.69230755877385,62.62775711917224,-9.416072650113803,-9.641948365325407,3.031937022461982,-3.43889513047414,-2.4077125633534258,2.206906941527376,-0.25847219664788584,-5.123138922592146,-6.089606022533234,-0.39815579411852003,1.7915191324830557,output58.wav
-430.6487024596637,109.73395801047373,-9.558190467465021,-2.9410299348521147,8.391390013863887,-6.447500354042648,8.193250922507803,5.781914572161577,-19.314409369973173,-19.57114844566022,-13.35918641866754,-13.257997247804582,-6.955622655839898,output59.wav
-498.623136432139,33.48079487081838,-1.2279156088591574,1.870452002134147,6.524484049962394,-0.6480804541110815,-0.46328838658551086,-0.054216439609362746,-4.575707485355873,-4.6473503245107155,-2.9951100373400195,-2.9846502134670994,-2.357325073117471,output6.wav
-470.76624062167,78.5019224936203,-12.621303041244365,3.233240203824768,7.914915100500783,-4.696276615938766,0.907745954779148,1.0522406729973506,-2.195901256123176,-3.8624432507525817,-3.4954801974598517,-3.1451678276297304,-6.414788211573762,output60.wav
-425.4376667255244,106.85057081022757,-25.858735053413696,-0.9212288898222598,0.8234793739262489,-23.207500779829907,0.8522174300362042,3.2648076272126794,-8.916197094661614,-4.848228894070866,-10.40494208782158,-7.049118450231017,1.1110444460615598,output61.wav
-486.7395007788237,34.042098432662605,-3.9932027678188264,2.531115640580394,3.602325183683236,-4.9656126810044094,-0.3358950319986595,-0.4556099405407434,-4.902403720064525,-2.2817576289791477,-2.3103869464682565,-3.292248083954079,-0.48318826706570217,output62.wav
-435.45259984449336,61.79730385670256,-10.418192333431664,-0.634954341343889,4.982732846701521,-4.909811286068712,0.20388559576540333,-0.35714728701941106,-4.590061885588445,-3.2091881165855534,-4.08490311191023,-4.920768847515453,-2.7947418027006403,output63.wav
-484.73291202341454,37.46621688800457,-6.091908870327229,-8.604209140168887,-1.4963544058175506,-3.8192483974791998,-1.1557963344157085,-0.26649166307957417,-5.2399510506896405,-3.7942241164646595,1.2332324515621973,1.288628169694358,-1.0839665942954058,output64.wav
-494.5063221761196,48.3893385267957,-8.53927566629349,-6.34786275825832,4.9200817729190165,-2.7097266335314427,-2.0158406493841783,1.72244344775203,-1.7577344185001451,-1.1047776520166286,0.4207488762827358,-1.7222810842177612,-1.4622159665074919,output65.wav
-434.0880620857144,37.30049604456993,-12.910844369069292,-6.30183605146348,4.590508103559703,2.4948284531044975,3.1882142416600994,-2.1851566970499445,-8.60254927301458,-4.400469341104539,-0.5940904667019602,-4.059347226987354,-4.974242520067166,output66.wav
-415.245223039792,73.75119984353657,-15.748218744067666,0.2534857516705342,9.834949050623758,0.13269421840914017,11.282390795673507,3.2728754496990753,-16.72567309547858,-13.697823839247173,-2.6256849352428224,-0.37730635101198556,-6.431841736688722,output67.wav
-534.4569470335952,38.90500845039412,-17.707169902153716,-1.6421915510162988,7.759083799423145,0.33041189193126735,5.261704680977657,-2.5115089867260574,-10.56460309876133,-0.5763849163864708,2.778102042588393,-2.158025089291818,-5.067569558488817,output68.wav
-423.956093335462,50.83779942689182,-5.3803270287008065,0.6168271914014185,-2.3549928769179136,-8.310081358077403,-0.545432498685042,-2.7833838395817567,-6.48580966124405,-6.815714993843332,-7.238962864105021,-4.021394615269414,-3.3822403222411443,output69.wav
-524.4376542585123,43.36606952439408,-15.461412416544396,1.0249890960085433,5.540918159878571,-8.919545218224703,-1.9982123449918006,-2.139639212581988,-8.265109733898,-2.134810144160617,-0.5280767518278873,-1.9973152752601675,-0.30473320447338376,output7.wav
-480.76588003201255,37.06654822870579,-0.4455184944258339,-4.812306501817294,-2.977242348214463,-7.098499960642135,-4.266218758586529,-3.6183521426681144,-8.81355073614077,-8.611659427129288,-5.254953072341596,-3.6203738590145513,-2.320974171320771,output70.wav
-385.3976171334564,81.30887996648696,-21.543159326526442,1.881107264132367,11.381998962270844,-5.312951505818254,4.573789683980935,-3.890013945465648,-15.743176623076021,-6.411943104121116,-5.753773990501571,-6.8271167292150325,-4.582083444637687,output71.wav
-518.0531726411175,20.474132514292116,-17.79996895988322,-0.053861278727912,-0.4372811024547575,-8.937764380122802,3.2531768930603144,0.12395636795073708,-7.990384706653996,-1.629573159418001,-0.38223956367255973,-0.9118417983398951,1.6395549084022867,output72.wav
-354.68438142156214,108.70730657233854,-53.536585855652596,-10.747135724950578,0.7584730125168101,-30.14111479461337,-5.270676411310709,-7.4764841625212854,-23.624087648017696,-8.03731514766907,-6.695844797891417,-9.78367108507931,-3.6762451469177364,output73.wav
-561.0667877037007,18.26187211842715,1.2192000428162295,-4.995574649613332,-2.5310955628745684,-1.7451241566946498,-2.7093266307693127,-1.7706312345757034,-0.7950357441461569,-0.906999316111863,0.359586325119016,2.208635652898001,1.4515122280871875,output74.wav
-538.5567143215868,17.587231452285028,-7.140123741023833,-1.702003317616392,-0.039118833780289124,-4.8753154353999095,-1.3515498248019062,-0.9247781678893289,-3.342717015384813,-1.817208455581441,-1.340939436925449,-1.3547000897464638,-0.9632715470962409,output75.wav
-503.9211573083077,49.447278909664,-1.2434027218380428,-7.519507061052334,3.019823296820643,2.070933997911162,-0.8566586016200676,-3.3188965733891465,-6.190686703839752,-4.733282322347185,-2.6362300220097996,-2.8197574991225443,-2.798929193522419,output76.wav
-486.8807110287437,29.926830178103575,-7.033451985798524,-6.385376643630658,-3.8564353656679633,-9.14368809370179,-2.729987653084111,1.7512351792676344,-2.942439495741221,-3.091545474682881,-1.0671136518407154,-2.141546807099908,-2.2214536318127673,output77.wav
-384.97556461648287,91.58654840010908,-36.119831461664866,11.952485376340467,19.99976498746905,-15.215355327664618,2.4013924919855203,3.0666472139379213,-12.994113257505772,-10.17202152631919,-11.223207746684503,-7.105130769364645,-1.3307205016494499,output78.wav
-410.319672405416,103.04133249122141,-8.62551450508247,-0.9318757270929771,6.432601501537081,-6.7256688837808785,6.0088715547532665,-0.3641133013019499,-16.193247576076217,-6.241446383787137,-0.17530719595449915,-4.374680633639073,-5.421873911267066,output79.wav
-494.3672635985145,23.585201103081523,-4.186115794234645,2.865601131509184,-0.25791909973630434,-8.757350763663691,-0.7274014991264358,0.9189724268484895,-3.818635431338515,-0.9075070610043775,-0.49427931930682056,-2.9486192009731482,-2.4739837420501227,output8.wav
-399.86930985801285,97.53290204134623,-33.47912658655445,-14.176305263255335,2.551518450701917,-23.703805675265574,-13.293896886566648,-5.238665302004793,-15.780326708304889,-7.738491574720498,-1.444411282933752,-5.333826728098771,-4.510765685910274,output80.wav
-493.10133201897037,43.576150733198595,-18.83960657142236,-6.866633689044868,1.1692902390945508,-11.82370743191127,-4.381277730195305,-0.1874308155248852,-7.439514546471173,-3.7608541432557017,-0.5230093028122454,-2.1929048573946432,-0.2034880185560812,output81.wav
-449.0615261002775,48.863705390770434,-5.751264734898247,-2.202722378201034,1.7421532415947916,-3.613947963349363,1.9952949432417868,-4.042595889867286,-12.861111346311043,-7.05262953964002,-4.134535801079341,-3.9037526573855375,0.2538683166866745,output82.wav
-481.2703403755151,52.82747177772267,-29.495458597911274,-7.573369468009198,5.542844809158925,-12.041476465865655,-6.398336839127418,-4.0630896906040155,-9.691343060551413,-5.118321139024715,-4.482127225030973,-3.56943375673238,1.0524481059264794,output83.wav
-458.4546384087469,73.16128748046005,-10.763883276695662,-1.8809527130835821,10.595132024015314,-5.569674923301926,-3.2907717960132636,1.3874631395913726,-5.076806316566888,-4.488408943024166,-3.9318962775182222,-8.681495311247474,-9.644146800084844,output84.wav
-443.0884442483253,39.493518790580204,-4.399713789623741,3.9172162157220023,1.2979307507633537,-6.382751050828047,3.9343405730422107,0.8046708948805646,-4.694089595141856,1.9778657243674747,-1.1187305037379713,-5.74616317647753,-2.615670412600601,output85.wav
-332.5403046706369,124.83774975296916,-33.08958762866897,-21.577372640332243,5.586183520920299,-9.674906396679173,-4.631857884519148,-5.07854722892679,-15.838222231792432,-13.95412729970262,-13.957132267298991,-12.556919113662762,-4.338000433080137,output86.wav
-409.94299590048865,77.9058050979538,-14.77304827148293,-2.1206288436521845,16.76329124660485,6.110033511577159,2.994855861322459,-5.958524700739937,-15.005989130442659,-11.83130537701453,-8.865457050441963,-4.7155062991637315,-4.400831522600082,output87.wav
-430.27171507192156,77.67319556535871,-38.153894330774484,31.177109378575476,-1.917749521995036,-24.934810843358193,26.35761218779659,-7.730847241974408,-25.738861867279496,2.035147241039206,-13.069861416813117,-8.85457278788913,1.3883251850285896,output88.wav
-394.3857721203751,133.43040050920558,-26.423293110017937,3.918092672478921,21.710747343478936,0.6290490457906481,9.581742707793683,-6.672069033874884,-19.850970514241826,-5.940576387884835,-7.867680279360415,-4.826732067057846,2.2684765658956887,output89.wav
-420.3371699603994,63.395822411309055,-9.277754272408021,3.1370090185391604,12.295184426009492,-5.845213803273538,-3.998532002428384,-1.0627473320970153,-7.900373462867428,-5.105608155609443,-1.7844202800303794,-2.9909447767423067,-1.090368039179741,output9.wav
-504.8220910415944,45.63625318353112,-17.26810436956119,-4.184945799385848,2.7097779471501013,-6.680895042455425,0.1899685952459324,-1.8889916003223055,-7.280895537008781,-2.7354699983452213,-3.3851026949583045,-1.8839614283668098,2.506785908031275,output90.wav
-503.89990779699787,40.637185207959355,-13.390895649663205,-6.014348673801402,4.101421209623956,-3.780465371055409,-0.822535109138628,-0.12717138499769673,-7.415510487912274,-7.903134002110889,-7.187765067393051,-6.0580679957702,-0.7394738515837173,output91.wav
-472.00267681564566,78.61434140967377,5.730127009940811,-2.673280006037135,3.6530626893291913,-2.614929303787881,-4.788725314744784,-7.2864469039263495,-8.314280585800967,-6.76608998366737,-8.536234974516239,-6.054801631736699,-1.5204561675553265,output92.wav
-580.8215038539746,26.196283961624374,-3.8101767220035914,-0.6729598834787537,1.1600136980014233,-3.7167885114534287,-1.3715153656212877,-1.1893649654205105,-1.8404709808989044,-0.6591574141988109,-2.753887522029201,-1.7533725936964344,0.6114976793797432,output93.wav
-425.1819605632921,100.59108756400853,-13.067651285148035,8.84609603899976,1.241119053859496,-12.91488639623471,14.66551053265098,-2.6092673372677964,-24.110301115271074,-6.829427070254762,-5.552099657699746,-12.612603807196468,-10.150715225521195,output94.wav
-450.5122106611139,85.47273833134328,5.145619166548543,2.0806625071676157,5.8126051112028545,-10.105550603303378,-6.75717029359598,1.6560880748112052,-2.7982793754157744,-5.363915576230123,-0.5833233870580659,2.646452191460733,-2.422472063074342,output95.wav
-381.37683853347363,94.41964420549623,-40.5823721444631,10.2401755692668,11.778738295882151,-20.550225192153967,6.01481741387587,-3.675202982356362,-21.549125661746857,-3.942979139591449,-7.059715680442347,-9.427813448712152,-1.7066229429233437,output96.wav
-450.85806835240913,55.00726911457977,-27.94649945413832,-5.594338441014283,13.430939154054128,-5.011469790143763,-3.9291331168987407,-1.1989486338797397,-10.193862609067267,-8.679306772588355,-4.450666329339257,-4.799198384043975,-3.4139337876394538,output97.wav
-465.38425111796954,45.94492013304662,-7.91323857868474,-7.192697233383825,-1.5020905393003139,-2.0002494874621606,1.3004820644153265,-2.8315783850987106,-6.046030022740467,-4.1424401181557275,-3.869398850063108,-2.780202338315091,-0.599129903291548,output98.wav
-536.2332692289243,29.107436106741197,-7.990814508899865,-0.6273375052889889,2.597270648163549,-3.4077199424445426,0.9938375717068755,-1.086970085458865,-5.997536867066352,-2.460999871281217,-0.9233491018248607,-1.0092704138361388,-0.36622172336901554,output99.wav
